temperature,line_speed,shift,operator_experience,machine_age,defect
78.51,91.09,Day,4.3,31.3,0
84.93,106.13,Night,3.0,36.5,0
86.53,71.23,Day,6.9,24.0,0
88.35,90.75,Night,7.1,19.8,0
75.09,90.24,Day,6.9,12.8,0
73.79,102.7,Night,4.8,17.1,1
78.6,89.42,Day,7.9,22.9,0
73.05,84.58,Day,7.8,43.5,0
63.44,75.41,Day,8.6,15.9,0
75.35,54.33,Day,5.7,12.8,0
66.47,87.11,Day,4.2,32.7,0
92.8,93.67,Day,6.1,23.5,0
90.21,66.73,Day,6.1,16.8,0
78.3,68.53,Day,1.2,25.7,0
77.14,103.54,Day,9.4,29.5,0
81.56,109.05,Night,4.1,22.7,0
78.91,76.62,Day,6.8,24.3,0
73.07,102.79,Night,7.1,8.2,0
75.63,83.63,Day,4.5,28.2,0
86.21,97.47,Night,4.4,33.8,0
77.05,90.73,Day,8.2,27.2,0
80.59,80.39,Night,4.6,31.5,0
80.1,109.96,Night,6.8,19.6,0
78.21,91.22,Day,3.0,40.7,0
79.55,88.66,Night,10.7,11.3,0
84.67,84.69,Night,5.8,29.3,0
81.63,68.49,Day,7.8,15.1,0
85.68,88.37,Day,10.5,23.6,0
83.18,87.3,Day,3.6,31.0,0
85.24,111.76,Day,3.8,24.3,0
72.83,85.63,Night,5.2,14.9,0
82.33,71.48,Day,6.9,20.0,0
78.98,84.53,Day,9.8,12.0,0
63.12,64.66,Day,5.9,19.1,0
69.26,87.36,Day,5.9,24.0,0
75.59,81.27,Day,3.0,17.2,0
80.14,81.84,Night,7.1,29.4,0
79.96,100.29,Night,3.0,11.3,0
84.53,80.72,Day,10.3,2.9,0
72.12,84.89,Day,6.5,24.8,0
65.44,67.5,Day,4.6,32.5,0
76.17,89.37,Day,6.2,15.9,0
77.96,68.6,Night,4.2,22.5,0
82.72,76.63,Day,5.7,14.1,0
87.46,89.32,Night,5.4,22.3,0
77.32,87.09,Night,8.6,34.6,1
71.86,95.38,Night,7.2,29.3,0
80.39,81.43,Day,3.8,30.7,0
76.84,82.09,Night,8.2,37.8,0
76.07,106.15,Day,5.6,31.7,0
71.84,70.82,Day,9.8,4.9,0
86.67,75.69,Night,3.7,27.3,0
78.86,85.43,Night,6.3,27.9,0
72.42,119.56,Day,5.8,34.3,0
69.5,67.23,Day,5.5,15.4,0
82.56,85.33,Night,8.0,27.4,0
88.79,69.72,Night,8.2,7.2,0
74.78,91.18,Day,5.1,30.1,0
79.75,100.36,Day,5.5,30.9,0
66.09,89.21,Day,9.1,27.0,0
76.66,92.51,Day,2.9,23.3,0
70.12,104.13,Night,8.8,15.9,0
76.54,99.02,Day,3.9,15.2,0
69.82,70.99,Night,2.5,29.0,0
80.77,91.66,Night,9.8,25.5,0
84.63,91.4,Night,7.4,15.9,0
62.08,81.21,Day,8.9,29.9,0
80.29,82.58,Day,6.9,26.4,0
79.52,102.1,Day,10.0,25.4,0
74.31,61.8,Day,3.9,17.4,0
85.69,90.03,Night,5.7,19.4,1
77.73,70.92,Day,2.6,17.1,0
68.22,106.24,Day,8.3,22.5,0
80.87,84.97,Day,7.8,19.6,0
78.29,72.01,Day,5.3,19.4,0
78.96,80.11,Night,4.8,33.2,0
80.77,98.61,Day,10.4,40.9,1
75.54,87.27,Day,6.5,17.8,0
74.29,75.93,Day,5.4,33.2,0
81.06,72.96,Day,5.5,17.3,0
65.27,102.06,Day,8.9,19.7,0
89.39,104.98,Night,5.0,26.2,0
73.8,100.57,Night,6.5,30.2,0
87.72,82.24,Day,6.0,34.6,0
80.15,107.83,Day,6.6,12.5,0
77.68,108.03,Day,3.8,25.8,0
79.36,71.04,Day,6.9,6.9,0
82.98,84.84,Day,7.0,24.6,0
81.89,97.78,Day,6.8,22.1,0
80.86,94.42,Night,2.3,15.7,0
69.37,107.67,Day,4.5,19.2,0
81.98,82.39,Night,7.7,21.3,0
94.63,82.46,Night,7.7,18.8,0
73.77,115.23,Night,6.4,35.4,0
75.31,78.54,Day,7.5,29.2,0
72.97,83.35,Day,3.3,15.0,0
73.27,77.58,Day,6.5,25.1,0
81.64,83.68,Day,2.1,16.9,0
86.89,99.75,Day,6.2,16.9,0
83.34,89.91,Day,5.2,21.6,0
81.36,96.63,Night,6.6,11.1,0
83.23,66.8,Night,7.3,29.8,0
78.39,87.44,Day,6.3,22.0,0
70.77,96.6,Night,3.2,19.5,0
81.13,82.62,Day,6.8,28.2,0
77.64,91.48,Day,5.5,41.1,0
77.93,66.16,Day,6.1,26.1,0
78.21,66.79,Night,6.6,35.9,0
77.8,92.22,Night,7.1,33.0,0
69.65,64.1,Day,3.9,22.3,0
74.6,83.72,Night,8.2,19.7,0
73.14,89.32,Day,5.1,15.5,0
87.28,90.5,Day,2.5,27.5,0
75.13,74.31,Day,5.4,7.7,0
73.94,94.1,Night,8.9,28.5,1
77.64,68.45,Night,5.0,25.6,0
79.61,72.5,Day,5.5,31.5,0
80.72,85.41,Day,6.7,28.2,0
94.22,76.73,Night,8.8,27.5,0
84.75,75.93,Day,3.8,19.5,0
84.39,93.57,Day,7.8,22.0,0
81.99,88.4,Day,4.7,34.8,0
75.87,93.84,Night,5.0,24.8,0
79.52,84.01,Day,5.5,18.7,0
81.77,94.71,Day,8.8,24.0,0
79.46,95.54,Day,6.3,22.5,0
75.59,64.36,Day,6.3,22.9,0
85.84,56.78,Day,5.0,13.1,0
68.35,89.62,Night,4.0,33.5,0
77.49,77.82,Day,6.2,24.8,0
76.77,60.06,Night,4.7,36.4,0
91.2,84.93,Day,7.1,24.1,0
87.08,96.12,Day,8.1,20.7,0
78.72,72.0,Day,5.1,32.0,0
62.26,60.87,Day,8.1,24.9,0
67.98,96.77,Day,7.0,36.8,0
81.51,90.58,Night,7.8,15.7,1
81.22,79.62,Day,6.0,26.5,0
69.0,87.61,Day,4.4,19.2,0
72.99,83.72,Day,7.9,37.1,0
78.84,66.81,Day,7.3,40.8,0
81.43,57.63,Day,4.2,32.4,0
77.75,75.06,Day,5.4,16.0,0
71.14,74.61,Day,7.1,30.9,0
72.5,91.75,Day,6.4,28.1,0
85.99,83.79,Day,6.6,17.8,0
78.66,98.72,Night,9.1,20.7,0
84.44,102.82,Day,6.1,32.2,0
73.34,94.51,Night,7.3,22.3,0
78.27,67.28,Day,4.6,30.3,0
80.25,81.64,Day,4.5,29.2,0
80.43,79.29,Night,9.7,28.6,0
67.63,116.29,Day,7.6,25.5,0
71.34,76.27,Day,7.2,17.6,0
86.62,65.28,Day,5.2,13.5,0
67.4,108.53,Night,3.9,31.7,0
83.4,99.91,Night,4.0,25.3,0
80.98,90.21,Day,2.5,23.1,0
80.35,68.37,Day,11.8,24.7,0
73.01,72.72,Day,2.8,23.8,0
78.19,76.0,Night,5.7,40.7,0
80.17,94.17,Day,7.2,16.8,0
73.94,94.88,Day,4.9,26.7,0
84.14,114.72,Night,7.0,36.8,0
85.62,99.02,Day,6.6,22.0,0
82.97,83.46,Day,2.4,29.2,0
72.77,62.69,Day,9.6,26.4,0
67.36,94.47,Day,4.6,28.6,0
77.95,98.55,Day,2.2,23.9,0
80.15,80.94,Day,6.5,23.3,0
79.73,83.67,Day,6.1,25.2,0
85.05,98.96,Night,7.2,29.6,0
79.14,80.33,Night,5.2,20.8,0
79.27,94.49,Night,7.3,37.1,0
71.8,95.3,Night,6.3,30.7,0
92.07,82.72,Night,2.3,39.6,0
81.06,91.72,Night,7.2,27.5,0
71.57,75.69,Day,8.1,23.9,0
79.95,107.77,Day,7.4,26.7,0
76.72,93.14,Night,6.6,23.3,0
79.03,90.13,Day,4.6,17.0,0
72.47,70.42,Night,4.4,35.1,0
83.36,74.54,Night,7.4,22.3,0
81.08,78.21,Day,8.5,30.4,0
70.06,94.01,Day,9.9,17.9,0
84.54,92.13,Night,6.2,25.0,0
76.39,70.64,Night,7.4,21.7,0
78.98,104.01,Night,4.6,28.2,0
82.16,86.21,Night,9.6,17.1,0
90.4,85.57,Night,4.1,1,0
75.44,99.0,Night,7.0,23.6,0
76.56,90.25,Day,7.3,23.7,0
87.93,76.36,Day,8.3,8.1,0
82.82,95.46,Day,7.1,25.3,0
70.78,69.15,Night,8.8,27.0,0
74.13,84.81,Day,5.8,28.1,0
85.44,84.61,Day,4.7,32.6,0
91.99,92.11,Day,3.9,25.4,0
67.23,96.98,Day,4.9,2.5,0
85.51,78.44,Day,9.6,12.6,0
85.63,71.09,Night,6.5,31.8,0
78.11,76.74,Day,12.2,36.2,0
77.22,84.81,Day,6.7,28.8,0
70.57,95.75,Day,2.8,40.2,1
84.12,74.3,Day,9.0,8.6,0
80.48,89.87,Night,6.5,15.1,0
85.89,71.93,Day,7.1,17.4,0
77.44,79.87,Night,8.9,27.6,0
83.34,72.2,Night,6.9,33.3,0
80.64,101.49,Night,7.8,19.2,0
83.34,61.12,Night,5.1,14.0,0
80.6,73.66,Night,5.8,35.5,0
87.61,93.79,Night,8.5,32.6,0
76.01,90.44,Day,5.4,31.8,0
78.42,85.56,Day,9.4,34.1,0
86.71,86.39,Night,5.5,27.1,0
78.05,97.94,Night,7.3,34.8,0
92.78,76.35,Day,10.1,23.3,0
80.25,99.45,Night,7.1,25.0,0
72.2,90.65,Day,4.5,29.4,0
74.98,90.48,Day,6.5,24.0,0
82.54,108.19,Day,8.4,17.0,1
82.66,89.19,Day,7.8,30.3,0
77.16,81.41,Night,4.9,19.6,0
86.02,106.24,Night,3.6,23.5,1
83.72,69.57,Day,8.9,22.1,0
84.9,106.26,Night,3.3,17.1,0
83.48,90.32,Day,4.8,19.7,1
66.53,94.1,Night,7.9,25.3,0
70.83,91.8,Day,7.6,43.8,0
73.63,113.88,Night,7.6,38.7,0
77.36,98.0,Night,5.3,35.9,0
78.29,109.64,Day,7.2,24.8,0
83.48,82.31,Day,5.8,21.0,0
79.04,101.63,Night,6.7,13.5,0
80.88,80.51,Day,2.5,23.1,0
80.01,53.76,Day,8.6,32.3,0
76.58,70.18,Night,7.2,16.5,0
76.29,111.79,Night,3.9,29.6,0
71.68,80.08,Day,7.1,23.6,0
86.65,92.39,Night,7.2,31.5,0
79.61,70.49,Day,4.5,27.4,0
80.97,87.77,Night,3.9,24.9,0
80.98,90.65,Night,5.9,12.2,0
87.87,94.62,Day,4.3,22.2,0
82.72,105.41,Night,8.4,28.4,0
85.3,61.65,Day,8.4,35.2,0
80.41,65.71,Day,9.1,19.9,0
83.03,87.87,Day,6.9,29.2,0
73.15,85.01,Night,8.5,40.6,0
77.08,81.93,Day,7.1,14.0,0
75.12,75.15,Night,9.6,15.2,0
81.26,59.01,Night,5.0,28.6,0
78.58,93.81,Night,7.9,21.5,0
82.31,91.95,Night,9.0,38.9,0
79.93,80.72,Day,5.1,30.5,0
83.52,86.8,Night,8.0,27.0,1
69.35,79.99,Day,3.2,13.1,0
65.1,94.07,Night,5.8,19.5,0
86.96,97.06,Night,3.9,16.6,0
80.08,97.83,Night,4.0,30.4,0
79.47,95.04,Night,3.2,19.8,0
72.55,104.77,Night,8.3,13.0,1
72.43,77.37,Day,6.6,26.4,0
82.08,79.35,Night,7.2,31.8,0
79.26,71.11,Day,9.7,21.4,0
71.86,81.06,Night,8.3,23.1,0
75.59,82.89,Night,3.1,11.1,0
89.88,81.8,Night,5.7,30.3,1
81.41,100.11,Day,4.5,18.3,0
74.27,63.56,Day,6.1,29.0,0
83.68,89.93,Day,4.3,23.3,0
87.01,93.5,Night,3.4,20.2,0
76.92,71.68,Day,6.8,23.4,0
69.23,74.32,Day,5.3,17.9,0
79.37,87.2,Day,3.2,29.1,0
82.43,87.88,Day,3.8,32.7,0
83.85,95.37,Night,8.3,33.3,0
74.9,76.83,Day,7.2,28.2,0
92.47,71.52,Night,8.0,24.1,0
84.19,72.16,Night,3.8,22.6,0
75.45,80.75,Day,7.9,28.1,0
90.7,83.43,Day,4.5,28.6,0
69.52,71.14,Day,8.9,28.6,0
80.55,108.02,Day,5.0,31.5,1
79.4,82.1,Day,4.2,36.8,0
68.21,96.53,Day,4.5,29.7,1
81.96,84.01,Night,4.4,33.0,0
73.26,73.73,Day,6.4,16.9,0
81.73,101.23,Night,5.9,34.2,0
81.65,89.63,Night,4.9,29.8,0
69.16,103.06,Day,6.7,17.0,0
69.85,87.15,Day,6.1,18.8,0
84.02,109.88,Day,8.4,28.2,0
78.19,85.97,Day,4.8,24.5,0
80.4,91.8,Day,5.4,31.5,0
82.48,78.83,Day,5.9,33.9,0
83.11,87.94,Day,7.2,13.5,0
73.31,62.83,Day,8.7,36.9,0
72.27,68.38,Night,4.0,22.0,0
77.44,76.65,Day,8.3,22.6,0
85.08,87.64,Night,6.5,18.7,0
80.92,99.01,Day,6.0,29.6,0
84.67,97.15,Night,5.9,39.7,0
79.72,120.91,Night,8.1,18.9,0
75.32,91.75,Night,5.9,14.1,0
85.45,76.08,Day,6.1,26.6,0
86.54,82.1,Night,6.3,21.6,1
82.78,98.21,Night,6.2,22.7,1
78.84,106.72,Day,9.1,14.8,0
90.17,98.5,Night,4.8,20.8,0
80.99,71.54,Day,6.7,22.7,0
80.74,101.19,Night,2.6,34.1,0
74.85,88.11,Day,3.9,26.2,0
75.0,106.28,Night,6.3,13.0,0
76.48,68.69,Night,5.8,33.9,0
76.07,77.85,Day,6.0,29.0,0
78.7,84.16,Day,4.9,23.3,0
75.54,76.76,Day,5.6,26.9,0
69.79,92.31,Day,5.8,24.7,0
68.54,87.63,Night,4.5,24.1,0
81.73,96.65,Night,2.4,21.8,0
87.42,84.07,Night,7.6,17.3,0
91.4,101.74,Day,8.3,15.8,0
73.64,81.05,Night,3.1,11.2,0
89.36,90.78,Night,2.5,31.0,0
81.59,84.96,Day,5.3,29.7,0
86.78,92.25,Day,9.5,21.4,0
78.88,71.4,Day,6.9,33.2,0
74.1,99.31,Day,9.0,15.1,0
81.09,114.79,Night,9.0,18.6,1
77.31,102.15,Night,3.6,24.2,0
73.14,110.45,Day,9.9,23.7,0
82.46,92.49,Day,4.8,19.1,0
80.26,79.46,Day,5.7,40.2,0
77.49,66.57,Day,7.5,21.1,0
80.48,91.77,Day,4.0,23.2,0
86.14,96.2,Night,4.8,22.7,0
82.86,91.26,Night,3.4,29.0,0
85.2,89.44,Day,3.6,28.5,0
86.51,60.55,Day,7.7,14.2,0
93.25,91.23,Day,6.0,20.8,0
78.09,88.24,Day,6.8,15.0,0
82.65,91.67,Night,4.2,22.8,0
70.3,59.49,Day,7.0,20.0,0
75.12,82.13,Day,6.8,21.4,0
80.96,77.03,Night,8.2,25.1,0
70.06,76.92,Day,5.5,16.5,0
66.9,75.54,Night,8.0,22.3,0
80.52,75.63,Day,7.0,29.9,0
78.15,113.23,Day,9.1,27.4,0
80.85,93.0,Day,4.9,17.8,0
110.84,68.81,Day,6.9,13.9,0
82.27,84.04,Day,5.1,12.3,0
78.27,85.31,Day,6.6,30.0,0
79.08,73.95,Day,6.5,23.7,0
83.8,88.5,Day,7.0,11.7,0
76.78,63.17,Night,6.3,32.6,0
75.72,79.05,Night,5.4,21.0,0
71.84,75.41,Day,4.8,14.7,0
81.03,80.43,Day,7.8,20.9,0
70.61,85.58,Day,4.8,23.4,0
79.77,87.01,Day,5.7,25.5,0
81.39,105.82,Night,7.9,10.6,0
79.65,126.33,Night,4.5,19.3,0
83.11,91.61,Day,5.7,36.1,0
84.05,102.08,Night,6.9,23.8,0
73.69,92.7,Day,8.1,33.8,0
75.42,138.03,Night,11.2,24.2,0
75.24,104.41,Day,5.7,15.6,0
86.61,102.93,Night,6.5,22.3,0
96.31,79.95,Day,10.8,18.6,0
82.09,80.19,Night,8.3,33.4,0
90.06,84.67,Day,8.1,21.1,0
78.98,83.5,Night,7.7,26.6,0
79.39,91.84,Day,7.1,32.0,1
75.29,80.08,Night,5.5,26.1,0
79.0,86.78,Day,4.4,31.4,0
78.93,74.1,Day,7.1,30.1,0
75.65,54.17,Day,6.2,30.1,0
71.64,88.32,Day,7.3,44.7,0
86.62,81.99,Day,3.5,39.3,1
88.42,111.1,Day,5.1,26.1,0
78.26,87.32,Day,5.2,16.7,0
75.36,103.53,Day,2.4,14.5,0
77.58,99.7,Day,6.5,25.5,0
85.31,107.26,Day,7.1,23.1,0
83.63,70.52,Day,5.7,18.1,0
80.37,55.39,Night,6.5,23.8,0
73.07,86.3,Day,6.3,28.3,0
89.02,74.18,Day,7.7,30.7,0
78.34,83.24,Night,7.4,17.7,0
83.11,90.93,Day,6.6,25.1,0
74.83,92.89,Day,3.5,22.9,0
75.57,77.46,Day,7.0,38.6,0
86.28,60.94,Day,3.4,23.2,0
83.76,81.05,Day,5.6,20.2,0
86.21,87.44,Night,7.3,23.3,0
75.63,91.48,Day,5.4,31.8,0
89.91,75.73,Day,7.3,29.6,0
74.04,83.38,Day,6.9,23.2,0
73.62,93.02,Night,4.5,33.2,0
82.43,66.03,Day,6.5,31.0,0
70.73,75.1,Day,5.7,10.8,0
71.73,104.86,Night,9.3,19.5,0
86.84,98.43,Day,6.0,27.9,0
74.29,98.95,Night,4.1,19.7,0
73.97,80.09,Day,4.6,40.2,0
70.69,72.54,Night,6.3,30.2,0
82.23,109.48,Night,7.8,16.7,0
72.38,82.99,Day,3.6,16.9,0
82.75,92.26,Day,6.9,13.2,0
73.16,83.47,Day,6.3,31.1,0
84.35,89.07,Night,4.6,28.9,0
74.86,73.05,Day,6.8,22.8,0
83.43,97.95,Day,6.0,36.7,0
74.71,92.16,Day,4.1,17.3,0
83.42,113.67,Day,3.8,25.4,0
72.68,79.74,Day,6.8,25.0,0
71.64,91.01,Day,5.4,38.4,0
75.82,70.92,Day,10.2,12.5,0
74.31,99.39,Day,7.7,25.3,1
73.35,85.71,Day,5.7,20.7,0
73.9,80.43,Day,6.6,22.3,0
76.92,77.5,Day,8.3,27.2,0
79.33,70.63,Day,5.6,31.7,0
81.02,72.45,Day,6.2,20.1,0
84.13,92.17,Day,3.8,30.2,0
82.27,73.21,Day,8.2,16.7,0
84.16,80.55,Day,9.0,14.5,0
68.77,71.72,Night,5.2,34.5,0
71.08,75.18,Day,5.4,20.4,0
70.16,81.08,Day,4.2,23.3,0
79.22,83.22,Day,7.2,20.0,0
81.34,95.93,Night,6.8,33.1,1
76.02,84.18,Night,5.1,22.5,0
79.61,88.02,Day,7.2,29.0,0
86.37,74.81,Night,7.9,31.1,0
84.08,83.04,Day,4.7,20.4,1
78.82,88.6,Night,5.0,28.6,0
81.25,100.37,Night,5.1,29.8,0
81.99,98.24,Day,6.9,22.4,0
75.33,95.45,Night,7.5,28.9,0
75.02,98.72,Day,7.3,39.8,0
83.6,88.0,Day,5.8,24.3,1
71.47,76.12,Day,0.5,14.9,0
74.36,81.85,Day,6.2,34.8,0
83.16,88.26,Night,6.6,34.7,1
81.26,84.72,Day,6.5,1,0
70.46,102.81,Night,6.4,26.7,0
79.24,78.32,Night,6.5,14.2,0
79.72,86.61,Day,5.0,16.5,0
78.21,90.42,Day,6.0,30.3,0
76.79,83.72,Day,10.1,26.3,0
81.23,97.26,Day,6.1,27.4,0
77.34,92.32,Day,7.5,28.2,0
71.15,92.17,Day,1.8,23.8,0
81.2,78.2,Night,3.6,39.1,1
83.71,98.15,Night,5.2,16.4,0
81.51,98.17,Night,6.4,24.6,0
79.74,86.1,Day,6.0,19.2,0
83.33,80.16,Day,6.6,28.4,0
76.32,90.96,Day,3.2,38.5,0
86.18,86.01,Night,6.2,6.7,0
71.23,83.66,Day,7.1,19.7,0
74.71,88.51,Day,2.1,35.5,0
80.0,102.02,Night,6.9,25.8,0
80.62,62.76,Day,8.2,18.7,0
71.29,85.77,Day,3.9,25.9,0
76.72,80.43,Day,6.9,28.2,0
80.86,73.91,Day,6.9,15.4,0
88.51,95.55,Night,5.1,25.1,0
78.32,95.52,Day,4.6,17.2,0
80.87,103.52,Day,5.3,26.4,0
87.18,110.27,Day,4.8,25.6,1
84.06,79.8,Night,8.5,28.5,0
79.73,84.6,Night,5.4,26.2,0
81.76,93.88,Day,6.8,17.8,0
75.41,88.74,Day,8.1,24.0,0
79.09,72.98,Night,5.4,40.8,0
85.65,105.09,Day,8.9,26.2,0
97.81,98.1,Day,9.0,18.8,0
84.19,100.95,Day,7.0,17.5,0
70.98,100.26,Day,6.7,22.4,0
83.18,78.32,Night,8.4,26.9,1
77.67,85.75,Night,6.2,26.9,0
86.4,93.28,Night,9.4,30.7,1
72.08,92.67,Day,6.4,27.6,0
70.59,84.01,Night,6.0,26.3,0
78.94,76.87,Night,7.2,39.2,0
71.19,97.6,Day,7.9,31.9,0
81.8,89.07,Day,5.4,39.7,1
75.44,87.86,Day,7.2,29.4,0
77.2,90.82,Night,7.3,40.6,0
81.75,109.91,Night,10.2,18.8,0
74.63,94.3,Day,9.2,39.7,0
90.87,80.18,Day,6.3,20.8,0
67.53,67.73,Day,9.7,24.4,0
64.27,72.99,Day,5.2,17.9,0
89.09,100.65,Day,6.1,10.9,0
75.77,83.35,Night,5.0,24.3,0
81.02,100.51,Day,4.9,22.0,0
84.27,77.13,Day,2.6,23.0,0
79.99,85.34,Day,3.9,21.0,0
85.49,95.46,Night,0.5,24.1,0
78.61,95.57,Day,8.4,26.8,0
72.46,65.88,Day,6.6,16.4,0
83.01,98.36,Day,3.8,17.8,0
76.1,105.87,Day,6.7,16.1,0
71.2,66.53,Day,3.7,21.5,0
73.76,79.07,Day,2.3,22.5,0
75.55,107.21,Day,7.7,18.5,0
74.16,73.49,Night,5.2,22.0,0
60.42,73.57,Night,6.4,22.2,0
84.83,93.44,Day,4.4,30.3,0
68.89,83.15,Day,7.1,21.5,0
77.51,95.61,Day,11.0,15.3,0
83.38,106.62,Night,5.0,15.9,0
78.03,65.2,Day,5.2,26.6,0
82.97,88.89,Night,8.2,13.7,1
86.95,105.9,Day,6.8,39.5,0
71.48,73.19,Day,8.8,23.1,0
86.22,80.63,Day,5.4,16.6,0
79.09,105.32,Day,3.1,16.0,0
72.54,110.5,Day,6.7,28.1,0
72.19,73.98,Night,5.5,34.0,0
90.12,81.77,Night,4.8,25.5,1
71.97,79.94,Day,6.0,31.6,0
77.92,78.26,Day,8.7,27.5,0
94.32,89.68,Night,3.9,25.2,0
86.28,77.58,Night,3.5,12.5,0
75.2,81.2,Night,2.1,36.4,1
75.72,75.19,Day,1.6,23.7,1
72.89,81.56,Day,5.4,28.6,0
87.74,90.9,Day,7.4,26.1,0
86.13,87.46,Night,5.9,24.3,0
83.84,107.81,Night,1.1,22.0,1
86.77,91.67,Day,6.5,17.9,0
87.73,79.65,Day,5.1,32.2,0
72.21,87.36,Day,6.9,20.3,0
77.04,78.53,Day,5.3,31.6,0
79.88,89.96,Night,4.9,24.6,1
91.72,92.86,Night,3.8,35.7,0
89.6,81.03,Day,5.7,24.7,0
71.68,90.29,Day,6.2,19.2,0
79.14,86.06,Night,7.6,22.4,0
85.7,67.37,Night,6.9,29.6,0
85.26,94.07,Night,5.7,34.8,0
82.5,80.63,Night,4.3,18.1,0
75.32,83.75,Day,6.4,42.9,0
70.89,92.44,Day,4.2,39.2,0
75.14,71.03,Day,7.1,28.8,0
85.69,65.4,Day,1.6,23.8,0
82.2,89.55,Day,4.6,13.5,0
72.75,91.44,Night,3.9,34.1,0
68.72,83.17,Day,5.9,26.8,0
79.64,64.02,Night,5.8,34.0,0
76.74,87.3,Night,6.2,20.4,0
73.66,93.15,Day,7.5,38.4,0
91.44,91.56,Night,5.8,17.1,0
68.29,94.9,Day,6.8,36.3,0
83.55,76.43,Night,5.5,23.9,0
73.8,78.33,Day,6.4,16.9,0
77.76,102.76,Day,7.6,17.1,0
75.81,89.07,Day,8.1,36.3,0
67.06,87.49,Day,11.0,20.7,0
78.78,89.62,Day,8.1,15.5,0
70.54,83.78,Night,4.3,30.1,0
86.76,95.61,Day,8.0,26.1,0
66.64,96.44,Night,5.8,24.5,0
79.7,74.93,Day,5.1,19.1,0
87.17,75.08,Night,8.3,30.9,0
72.44,88.2,Night,6.3,27.9,0
78.36,85.73,Day,6.5,3.0,0
82.5,88.04,Day,4.8,11.2,0
89.48,96.72,Night,8.3,37.6,0
82.2,75.47,Night,3.4,9.4,0
76.67,98.65,Night,8.2,17.0,0
87.68,95.12,Day,6.0,19.0,0
69.27,80.5,Night,6.8,28.3,0
64.23,72.39,Night,7.3,22.5,0
66.45,117.7,Day,6.5,28.7,0
74.83,93.43,Day,4.6,15.5,0
87.77,84.42,Night,5.9,30.9,1
73.87,89.34,Day,6.9,30.6,1
80.04,78.32,Day,6.3,28.3,0
72.08,79.37,Night,9.6,19.4,0
77.57,80.8,Day,7.4,30.1,0
80.05,58.84,Day,3.4,25.8,0
82.46,93.02,Night,7.5,33.9,0
78.83,101.79,Night,6.9,8.2,0
80.67,77.95,Night,5.0,23.6,0
90.51,94.44,Night,7.5,33.1,0
76.98,75.85,Night,8.9,32.7,0
75.98,88.94,Night,5.5,41.3,0
71.67,70.41,Night,3.9,15.1,0
98.71,93.45,Night,6.4,16.5,0
79.51,86.96,Day,6.7,29.9,0
85.62,68.9,Day,5.6,30.1,0
85.19,77.03,Night,3.7,24.9,1
76.83,93.76,Day,2.7,14.8,0
73.66,96.27,Day,5.6,36.6,0
78.24,81.1,Night,5.1,29.9,0
79.96,74.72,Night,4.4,26.0,0
82.06,88.64,Night,4.9,19.3,0
70.99,89.73,Day,6.4,24.7,0
83.96,90.46,Day,4.9,22.2,0
64.31,89.66,Day,5.4,32.3,0
84.15,91.57,Day,4.0,23.0,0
76.15,73.35,Day,8.1,23.7,0
74.79,79.29,Night,5.4,22.9,0
78.96,64.97,Night,5.7,34.0,0
70.88,91.32,Day,3.9,16.4,0
75.67,84.19,Day,7.3,12.8,0
96.59,85.33,Day,10.8,13.7,0
77.73,72.97,Day,2.9,22.0,0
79.68,81.89,Night,6.8,34.5,0
75.93,73.34,Night,1.5,13.5,0
84.8,101.59,Night,9.0,33.8,1
85.91,88.51,Day,2.4,26.4,0
74.53,76.07,Day,7.9,15.6,0
81.66,76.12,Day,5.6,20.5,0
82.08,80.73,Day,5.0,19.1,0
80.36,97.26,Night,5.1,29.3,0
82.23,75.1,Night,1.9,35.5,0
72.97,88.75,Night,6.3,29.3,0
73.15,61.66,Day,5.5,31.7,0
89.14,82.38,Day,7.3,36.9,0
79.14,82.24,Day,4.0,24.8,0
70.62,78.73,Day,5.8,15.7,0
69.29,73.08,Day,4.9,29.4,0
76.41,87.05,Day,5.6,15.8,0
79.24,68.4,Day,4.8,30.9,0
79.8,90.94,Day,9.5,30.2,0
76.3,79.93,Day,0.6,17.4,0
78.41,72.73,Day,8.6,28.4,0
79.36,78.67,Night,5.8,29.4,0
75.65,77.74,Day,1.7,14.6,0
80.75,83.85,Night,6.4,22.9,0
86.98,101.37,Night,7.1,32.7,0
72.0,93.93,Day,4.3,12.0,0
66.12,72.62,Day,4.7,23.4,0
74.09,74.49,Night,4.8,15.0,0
77.11,80.48,Night,11.1,27.4,0
80.9,80.53,Night,4.0,27.6,0
70.3,79.88,Night,6.3,26.3,0
89.18,73.96,Day,4.8,23.5,0
76.84,59.88,Day,4.9,30.9,0
81.02,96.86,Day,5.6,30.6,0
83.12,81.68,Day,6.0,28.5,0
78.33,66.55,Day,6.3,15.2,0
77.25,112.48,Day,3.2,20.0,0
70.78,81.33,Day,4.8,22.7,0
76.83,107.59,Day,7.0,12.0,0
80.67,78.97,Night,3.3,18.2,0
79.27,92.34,Night,4.9,18.8,0
71.26,60.7,Day,6.5,31.4,0
77.42,73.55,Night,3.4,30.8,0
84.62,97.29,Day,2.9,24.2,0
66.21,115.44,Night,10.7,23.5,0
73.95,90.81,Day,4.7,18.7,0
70.12,100.38,Day,4.6,16.3,0
73.35,68.13,Day,8.0,21.7,0
85.3,98.31,Night,5.5,29.4,0
87.15,81.56,Night,6.8,26.6,0
